scraped_at,retailer,style_id,cc_id,web_product_type,title,gender,color_raw,product_type_raw,material_raw,graphical_appearance_raw,color_master_id,color_spectrum_id,gender_id,product_type_id,product_group_id,material_id,graphical_appearance_id
2026-06-24,uniqlo,E465760-000,465760-14,,Mini T-Shirt,women,RED,T-shirt,cotton,Solid,7,0,1,4,1,1,1
2026-06-24,uniqlo,E465760-000,465760-61,,Mini T-Shirt,women,BLUE,T-shirt,cotton,Solid,2,0,1,4,1,1,1
2026-06-24,uniqlo,E483535-000,483535-01,,Mini T-Shirt | Striped,women,OFF WHITE,T-shirt,cotton,Stripe,3,0,1,4,1,1,5
2026-06-24,uniqlo,E483535-000,483535-17,,Mini T-Shirt | Striped,women,RED,T-shirt,cotton,Stripe,7,0,1,4,1,1,5
2026-06-24,uniqlo,E424873-000,435193-53,,Crew Neck T-Shirt,women,GREEN,T-shirt,cotton,Solid,5,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-00,,Crew Neck T-Shirt,women,WHITE,T-shirt,cotton,Solid,3,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-09,,Crew Neck T-Shirt,women,BLACK,T-shirt,cotton,Solid,1,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-10,,Crew Neck T-Shirt,women,PINK,T-shirt,cotton,Solid,8,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-15,,Crew Neck T-Shirt,women,RED,T-shirt,cotton,Solid,7,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-37,,Crew Neck T-Shirt,women,BROWN,T-shirt,cotton,Solid,9,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-64,,Crew Neck T-Shirt,women,BLUE,T-shirt,cotton,Solid,2,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-69,,Crew Neck T-Shirt,women,NAVY,T-shirt,cotton,Solid,2,0,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-40,,Crew Neck T-Shirt,women,CREAM,T-shirt,cotton,Solid,3,3,1,4,1,1,1
2026-06-24,uniqlo,E424873-000,435193-70,,Crew Neck T-Shirt,women,LIGHT PURPLE,T-shirt,cotton,Solid,13,3,1,4,1,1,1
2026-06-24,uniqlo,E487819-000,487819-30,,Boat Neck T-Shirt,women,NATURAL,T-shirt,cotton,Solid,4,0,1,4,1,1,1
2026-06-24,uniqlo,E487819-000,487819-09,,Boat Neck T-Shirt,women,BLACK,T-shirt,cotton,Solid,1,0,1,4,1,1,1
2026-06-24,uniqlo,E487819-000,487819-41,,Boat Neck T-Shirt,women,YELLOW,T-shirt,cotton,Solid,10,0,1,4,1,1,1
2026-06-24,uniqlo,E487819-000,487819-66,,Boat Neck T-Shirt,women,BLUE,T-shirt,cotton,Solid,2,0,1,4,1,1,1
2026-06-24,uniqlo,E484457-000,484457-09,,Ribbed Mini T-Shirt,women,BLACK,T-shirt,knit,Solid,1,0,1,4,1,6,1
2026-06-24,uniqlo,E484457-000,484457-01,,Ribbed Mini T-Shirt,women,OFF WHITE,T-shirt,knit,Solid,3,0,1,4,1,6,1
2026-06-24,uniqlo,E484457-000,484457-38,,Ribbed Mini T-Shirt,women,DARK BROWN,T-shirt,knit,Solid,9,1,1,4,1,6,1
2026-06-24,uniqlo,E484457-000,484457-50,,Ribbed Mini T-Shirt,women,LIGHT GREEN,T-shirt,knit,Solid,5,3,1,4,1,6,1
2026-06-24,uniqlo,E483463-000,483463-00,,Waffle Full Open Mini T-Shirt | Pattern,women,WHITE,T-shirt,knit,Solid,3,0,1,4,1,6,1
2026-06-24,uniqlo,E483463-000,483463-69,,Waffle Full Open Mini T-Shirt | Pattern,women,NAVY,T-shirt,knit,Solid,2,0,1,4,1,6,1
2026-06-24,uniqlo,E483556-000,483556-61,,Pique Mini Polo Shirt,women,BLUE,Polo shirt,cotton,Solid,2,0,1,39,1,1,1
2026-06-24,uniqlo,E483556-000,483556-01,,Pique Mini Polo Shirt,women,OFF WHITE,Polo shirt,cotton,Solid,3,0,1,39,1,1,1
2026-06-24,uniqlo,E483556-000,483556-09,,Pique Mini Polo Shirt,women,BLACK,Polo shirt,cotton,Solid,1,0,1,39,1,1,1
2026-06-24,uniqlo,E483556-000,483556-14,,Pique Mini Polo Shirt,women,RED,Polo shirt,cotton,Solid,7,0,1,39,1,1,1
2026-06-24,uniqlo,E488721-000,488721-01,,Pique Mini Polo Shirt | Striped,women,OFF WHITE,Polo shirt,cotton,Stripe,3,0,1,39,1,1,5
2026-06-24,uniqlo,E488721-000,488721-69,,Pique Mini Polo Shirt | Striped,women,NAVY,Polo shirt,cotton,Stripe,2,0,1,39,1,1,5
2026-06-24,uniqlo,E484874-000,484874-10,,Pique Mini Polo Shirt | Striped,women,PINK,Polo shirt,cotton,Stripe,8,0,1,39,1,1,5
2026-06-24,uniqlo,E485719-000,485719-00,,Pointelle Round Neck Mini T-Shirt,women,WHITE,T-shirt,cotton,Solid,3,0,1,4,1,1,1
2026-06-24,uniqlo,E485719-000,485719-09,,Pointelle Round Neck Mini T-Shirt,women,BLACK,T-shirt,cotton,Solid,1,0,1,4,1,1,1
2026-06-24,uniqlo,E485719-000,485719-18,,Pointelle Round Neck Mini T-Shirt,women,WINE,T-shirt,cotton,Solid,7,0,1,4,1,1,1
2026-06-24,uniqlo,E485719-000,485719-40,,Pointelle Round Neck Mini T-Shirt,women,CREAM,T-shirt,cotton,Solid,3,3,1,4,1,1,1
2026-06-24,uniqlo,E488280-000,488280-08,,Striped Mini Polo Shirt,women,DARK GRAY,Polo shirt,polyester,Stripe,6,1,1,39,1,15,5
2026-06-24,uniqlo,E488280-000,488280-11,,Striped Mini Polo Shirt,women,PINK,Polo shirt,polyester,Stripe,8,0,1,39,1,15,5
2026-06-24,uniqlo,E488280-000,488280-34,,Striped Mini Polo Shirt,women,BROWN,Polo shirt,polyester,Stripe,9,0,1,39,1,15,5
2026-06-24,uniqlo,E488280-000,488280-65,,Striped Mini Polo Shirt,women,BLUE,Polo shirt,polyester,Stripe,2,0,1,39,1,15,5
2026-06-24,uniqlo,E487579-000,487579-00,,Mini T-Shirt | Long Sleeve,women,WHITE,T-shirt,cotton,Solid,3,0,1,4,1,1,1
2026-06-24,uniqlo,E487579-000,487579-09,,Mini T-Shirt | Long Sleeve,women,BLACK,T-shirt,cotton,Solid,1,0,1,4,1,1,1
2026-06-24,uniqlo,E487579-000,487579-10,,Mini T-Shirt | Long Sleeve,women,PINK,T-shirt,cotton,Solid,8,0,1,4,1,1,1
2026-06-24,uniqlo,E487579-000,487579-15,,Mini T-Shirt | Long Sleeve,women,RED,T-shirt,cotton,Solid,7,0,1,4,1,1,1
2026-06-24,uniqlo,E487579-000,487579-55,,Mini T-Shirt | Long Sleeve,women,GREEN,T-shirt,cotton,Solid,5,0,1,4,1,1,1
2026-06-24,uniqlo,E487579-000,487579-68,,Mini T-Shirt | Long Sleeve,women,BLUE,T-shirt,cotton,Solid,2,0,1,4,1,1,1
2026-06-24,uniqlo,E485673-000,485673-37,,Shirring Boat Neck Sleeveless T-Shirt,women,BROWN,T-shirt,cotton,Solid,9,0,1,4,1,1,1
2026-06-24,uniqlo,E485673-000,485673-00,,Shirring Boat Neck Sleeveless T-Shirt,women,WHITE,T-shirt,cotton,Solid,3,0,1,4,1,1,1
2026-06-24,uniqlo,E485673-000,485673-09,,Shirring Boat Neck Sleeveless T-Shirt,women,BLACK,T-shirt,cotton,Solid,1,0,1,4,1,1,1
2026-06-24,uniqlo,E485673-000,485673-16,,Shirring Boat Neck Sleeveless T-Shirt,women,RED,T-shirt,cotton,Solid,7,0,1,4,1,1,1
2026-06-24,uniqlo,E485673-000,485673-60,,Shirring Boat Neck Sleeveless T-Shirt,women,LIGHT BLUE,T-shirt,cotton,Solid,2,3,1,4,1,1,1
2026-06-24,uniqlo,E485673-000,485673-69,,Shirring Boat Neck Sleeveless T-Shirt,women,NAVY,T-shirt,cotton,Solid,2,0,1,4,1,1,1
2026-06-24,uniqlo,E483458-000,483458-09,,Ultra Stretch Active T-Shirt,women,BLACK,T-shirt,polyester,Solid,1,0,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-00,,Ultra Stretch Active T-Shirt,women,WHITE,T-shirt,polyester,Solid,3,0,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-08,,Ultra Stretch Active T-Shirt,women,DARK GRAY,T-shirt,polyester,Solid,6,1,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-12,,Ultra Stretch Active T-Shirt,women,PINK,T-shirt,polyester,Solid,8,0,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-39,,Ultra Stretch Active T-Shirt,women,DARK BROWN,T-shirt,polyester,Solid,9,1,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-55,,Ultra Stretch Active T-Shirt,women,GREEN,T-shirt,polyester,Solid,5,0,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-60,,Ultra Stretch Active T-Shirt,women,LIGHT BLUE,T-shirt,polyester,Solid,2,3,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-63,,Ultra Stretch Active T-Shirt,women,BLUE,T-shirt,polyester,Solid,2,0,1,4,1,15,1
2026-06-24,uniqlo,E483458-000,483458-68,,Ultra Stretch Active T-Shirt,women,BLUE,T-shirt,polyester,Solid,2,0,1,4,1,15,1
2026-06-24,uniqlo,E485572-000,485572-00,,Cotton Shell Top,women,WHITE,Top,cotton,Solid,3,0,1,5,1,1,1
2026-06-24,uniqlo,E485572-000,485572-09,,Cotton Shell Top,women,BLACK,Top,cotton,Solid,1,0,1,5,1,1,1
2026-06-24,uniqlo,E485572-000,485572-19,,Cotton Shell Top,women,WINE,Top,cotton,Solid,7,0,1,5,1,1,1
2026-06-24,uniqlo,E485572-000,485572-30,,Cotton Shell Top,women,NATURAL,Top,cotton,Solid,4,0,1,5,1,1,1
2026-06-24,uniqlo,E485572-000,485572-69,,Cotton Shell Top,women,NAVY,Top,cotton,Solid,2,0,1,5,1,1,1
2026-06-24,uniqlo,E483461-000,483461-33,,SUPIMA® Cotton T-Shirt,women,KHAKI,T-shirt,cotton,Solid,4,0,1,4,1,1,1
2026-06-24,uniqlo,E484421-000,484421-00,,Graphic T-Shirt,women,WHITE,T-shirt,cotton,Front print,3,0,1,4,1,1,11
2026-06-24,uniqlo,E484421-000,484421-03,,Graphic T-Shirt,women,GRAY,T-shirt,cotton,Front print,6,0,1,4,1,1,11
2026-06-24,uniqlo,E484421-000,484421-09,,Graphic T-Shirt,women,BLACK,T-shirt,cotton,Front print,1,0,1,4,1,1,11
2026-06-24,uniqlo,E484421-000,484421-10,,Graphic T-Shirt,women,PINK,T-shirt,cotton,Front print,8,0,1,4,1,1,11
2026-06-24,uniqlo,E483268-000,483268-00,,Graphic T-Shirt,women,WHITE,T-shirt,cotton,Front print,3,0,1,4,1,1,11
2026-06-24,uniqlo,E483268-000,483268-03,,Graphic T-Shirt,women,GRAY,T-shirt,cotton,Front print,6,0,1,4,1,1,11
2026-06-24,uniqlo,E483268-000,483268-09,,Graphic T-Shirt,women,BLACK,T-shirt,cotton,Front print,1,0,1,4,1,1,11
2026-06-24,uniqlo,E487908-000,487908-09,,Ribbed Henley Neck T-Shirt,women,BLACK,T-shirt,knit,Solid,1,0,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-01,,Ribbed Henley Neck T-Shirt,women,OFF WHITE,T-shirt,knit,Solid,3,0,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-02,,Ribbed Henley Neck T-Shirt,women,LIGHT GRAY,T-shirt,knit,Solid,6,3,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-30,,Ribbed Henley Neck T-Shirt,women,NATURAL,T-shirt,knit,Solid,4,0,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-59,,Ribbed Henley Neck T-Shirt,women,DARK GREEN,T-shirt,knit,Solid,5,1,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-61,,Ribbed Henley Neck T-Shirt,women,BLUE,T-shirt,knit,Solid,2,0,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-69,,Ribbed Henley Neck T-Shirt,women,NAVY,T-shirt,knit,Solid,2,0,1,4,1,6,1
2026-06-24,uniqlo,E487908-000,487908-79,,Ribbed Henley Neck T-Shirt,women,DARK PURPLE,T-shirt,knit,Solid,13,1,1,4,1,6,1
2026-06-24,uniqlo,E483536-000,483536-01,,Soft Ribbed T-Shirt | Striped,women,OFF WHITE,T-shirt,knit,Stripe,3,0,1,4,1,6,5
2026-06-24,uniqlo,E483536-000,483536-69,,Soft Ribbed T-Shirt | Striped,women,NAVY,T-shirt,knit,Stripe,2,0,1,4,1,6,5
2026-06-24,uniqlo,E484226-000,484226-00,,Front Open Shell Top,women,WHITE,Top,cotton,Solid,3,0,1,5,1,1,1
2026-06-24,uniqlo,E484226-000,484226-09,,Front Open Shell Top,women,BLACK,Top,cotton,Solid,1,0,1,5,1,1,1
2026-06-24,uniqlo,E484226-000,484226-37,,Front Open Shell Top,women,BROWN,Top,cotton,Solid,9,0,1,5,1,1,1
2026-06-24,uniqlo,E484226-000,484226-54,,Front Open Shell Top,women,GREEN,Top,cotton,Solid,5,0,1,5,1,1,1
2026-06-24,uniqlo,E483479-000,483479-00,,Soft Ribbed Tank Top,women,WHITE,Vest top,knit,Solid,3,0,1,7,1,6,1
2026-06-24,uniqlo,E483479-000,483479-02,,Soft Ribbed Tank Top,women,LIGHT GRAY,Vest top,knit,Solid,6,3,1,7,1,6,1
2026-06-24,uniqlo,E483479-000,483479-09,,Soft Ribbed Tank Top,women,BLACK,Vest top,knit,Solid,1,0,1,7,1,6,1
2026-06-24,uniqlo,E483479-000,483479-34,,Soft Ribbed Tank Top,women,BROWN,Vest top,knit,Solid,9,0,1,7,1,6,1
2026-06-24,uniqlo,E483479-000,483479-60,,Soft Ribbed Tank Top,women,LIGHT BLUE,Vest top,knit,Solid,2,3,1,7,1,6,1
2026-06-24,uniqlo,E488088-000,488088-00,,Shirring Top | Sleeveless,women,WHITE,Top,polyester,Solid,3,0,1,5,1,15,1
2026-06-24,uniqlo,E488088-000,488088-09,,Shirring Top | Sleeveless,women,BLACK,Top,polyester,Solid,1,0,1,5,1,15,1
2026-06-24,uniqlo,E488088-000,488088-15,,Shirring Top | Sleeveless,women,RED,Top,polyester,Solid,7,0,1,5,1,15,1
2026-06-24,uniqlo,E488088-001,488088-01,,Shirring Top | Sleeveless | Checked,women,OFF WHITE,Top,polyester,Check,3,0,1,5,1,15,7
2026-06-24,uniqlo,E484418-000,484418-00,,Shirring Volume Sleeve T-Shirt,women,WHITE,T-shirt,polyester,Solid,3,0,1,4,1,15,1
2026-06-24,uniqlo,E484418-000,484418-09,,Shirring Volume Sleeve T-Shirt,women,BLACK,T-shirt,polyester,Solid,1,0,1,4,1,15,1
2026-06-24,uniqlo,E484418-001,484418-01,,Shirring Volume Sleeve T-Shirt | Flower,women,OFF WHITE,T-shirt,polyester,Solid,3,0,1,4,1,15,1
2026-06-24,uniqlo,E465751-000,465751-02,,Soft Ribbed T-Shirt | Long Sleeve,women,LIGHT GRAY,T-shirt,knit,Solid,6,3,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-00,,Soft Ribbed T-Shirt | Long Sleeve,women,WHITE,T-shirt,knit,Solid,3,0,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-09,,Soft Ribbed T-Shirt | Long Sleeve,women,BLACK,T-shirt,knit,Solid,1,0,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-27,,Soft Ribbed T-Shirt | Long Sleeve,women,ORANGE,T-shirt,knit,Solid,11,0,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-37,,Soft Ribbed T-Shirt | Long Sleeve,women,BROWN,T-shirt,knit,Solid,9,0,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-40,,Soft Ribbed T-Shirt | Long Sleeve,women,CREAM,T-shirt,knit,Solid,3,3,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-67,,Soft Ribbed T-Shirt | Long Sleeve,women,BLUE,T-shirt,knit,Solid,2,0,1,4,1,6,1
2026-06-24,uniqlo,E465751-000,465751-38,,Soft Ribbed T-Shirt | Long Sleeve,women,DARK BROWN,T-shirt,knit,Solid,9,1,1,4,1,6,1
2026-06-24,uniqlo,E483890-000,483890-09,,Linen Blend Blouse | Sleeveless,women,BLACK,Blouse,linen,Solid,1,0,1,6,1,12,1
2026-06-24,uniqlo,E483890-000,483890-01,,Linen Blend Blouse | Sleeveless,women,OFF WHITE,Blouse,linen,Solid,3,0,1,6,1,12,1
2026-06-24,uniqlo,E483890-000,483890-15,,Linen Blend Blouse | Sleeveless,women,RED,Blouse,linen,Solid,7,0,1,6,1,12,1
2026-06-24,uniqlo,E483890-000,483890-30,,Linen Blend Blouse | Sleeveless,women,NATURAL,Blouse,linen,Solid,4,0,1,6,1,12,1
2026-06-24,uniqlo,E483890-000,483890-36,,Linen Blend Blouse | Sleeveless,women,BROWN,Blouse,linen,Solid,9,0,1,6,1,12,1
2026-06-24,uniqlo,E483890-000,483890-58,,Linen Blend Blouse | Sleeveless,women,DARK GREEN,Blouse,linen,Solid,5,1,1,6,1,12,1
2026-06-24,uniqlo,E485478-000,485478-01,,Linen Blend Camisole,women,OFF WHITE,Vest top,linen,Solid,3,0,1,7,1,12,1
2026-06-24,uniqlo,E485478-000,485478-09,,Linen Blend Camisole,women,BLACK,Vest top,linen,Solid,1,0,1,7,1,12,1
2026-06-24,uniqlo,E485478-000,485478-10,,Linen Blend Camisole,women,PINK,Vest top,linen,Solid,8,0,1,7,1,12,1
2026-06-24,uniqlo,E485478-000,485478-34,,Linen Blend Camisole,women,BROWN,Vest top,linen,Solid,9,0,1,7,1,12,1
2026-06-24,uniqlo,E485478-000,485478-58,,Linen Blend Camisole,women,DARK GREEN,Vest top,linen,Solid,5,1,1,7,1,12,1
2026-06-24,uniqlo,E482980-000,482980-01,,Scalloped V-Neck Sweater | Sleeveless,women,OFF WHITE,Sweater,cotton,Solid,3,0,1,3,1,1,1
2026-06-24,uniqlo,E482980-000,482980-04,,Scalloped V-Neck Sweater | Sleeveless,women,GRAY,Sweater,cotton,Solid,6,0,1,3,1,1,1
2026-06-24,uniqlo,E482980-000,482980-55,,Scalloped V-Neck Sweater | Sleeveless,women,GREEN,Sweater,cotton,Solid,5,0,1,3,1,1,1
2026-06-24,uniqlo,E482980-000,482980-69,,Scalloped V-Neck Sweater | Sleeveless,women,NAVY,Sweater,cotton,Solid,2,0,1,3,1,1,1
2026-06-24,uniqlo,E483888-000,483888-01,,Cotton Dobby Camisole,women,OFF WHITE,Vest top,cotton,Solid,3,0,1,7,1,1,1
2026-06-24,uniqlo,E483888-000,483888-15,,Cotton Dobby Camisole,women,RED,Vest top,cotton,Solid,7,0,1,7,1,1,1
2026-06-24,uniqlo,E483888-000,483888-69,,Cotton Dobby Camisole,women,NAVY,Vest top,cotton,Solid,2,0,1,7,1,1,1
2026-06-24,uniqlo,E483888-001,483888-68,,Cotton Dobby Camisole,women,BLUE,Vest top,cotton,Solid,2,0,1,7,1,1,1
2026-06-24,uniqlo,E485720-000,485720-00,,Pointelle Tank Top,women,WHITE,Vest top,cotton,Solid,3,0,1,7,1,1,1
2026-06-24,uniqlo,E485720-000,485720-09,,Pointelle Tank Top,women,BLACK,Vest top,cotton,Solid,1,0,1,7,1,1,1
2026-06-24,uniqlo,E485720-000,485720-17,,Pointelle Tank Top,women,RED,Vest top,cotton,Solid,7,0,1,7,1,1,1
2026-06-24,uniqlo,E485721-000,485721-01,,Pointelle Tank Top | Print,women,OFF WHITE,Vest top,cotton,Placement print,3,0,1,7,1,1,8
2026-06-24,uniqlo,E485721-000,485721-69,,Pointelle Tank Top | Print,women,NAVY,Vest top,cotton,Placement print,2,0,1,7,1,1,8
2026-06-24,uniqlo,E483523-000,483523-00,,Gathered Babydoll Camisole,women,WHITE,Vest top,cotton,Solid,3,0,1,7,1,1,1
2026-06-24,uniqlo,E483523-000,483523-09,,Gathered Babydoll Camisole,women,BLACK,Vest top,cotton,Solid,1,0,1,7,1,1,1
2026-06-24,uniqlo,E483523-000,483523-14,,Gathered Babydoll Camisole,women,RED,Vest top,cotton,Solid,7,0,1,7,1,1,1
2026-06-24,uniqlo,E483523-000,483523-38,,Gathered Babydoll Camisole,women,DARK BROWN,Vest top,cotton,Solid,9,1,1,7,1,1,1
2026-06-24,uniqlo,E483523-000,483523-63,,Gathered Babydoll Camisole,women,BLUE,Vest top,cotton,Solid,2,0,1,7,1,1,1
2026-06-24,uniqlo,E482989-000,482989-01,,Crochet Knitted Camisole,women,OFF WHITE,Vest top,knit,Solid,3,0,1,7,1,6,1
2026-06-24,uniqlo,E482989-000,482989-09,,Crochet Knitted Camisole,women,BLACK,Vest top,knit,Solid,1,0,1,7,1,6,1
2026-06-24,uniqlo,E482989-000,482989-38,,Crochet Knitted Camisole,women,DARK BROWN,Vest top,knit,Solid,9,1,1,7,1,6,1
2026-06-24,uniqlo,E482989-000,482989-61,,Crochet Knitted Camisole,women,BLUE,Vest top,knit,Solid,2,0,1,7,1,6,1
2026-06-24,uniqlo,E473983-000,473983-00,,Ribbed Cropped Bra Top | 2025 Version,women,WHITE,Top,knit,Solid,3,0,1,5,1,6,1
2026-06-24,uniqlo,E482836-000,482836-00,,V-Neck Bra Top,women,WHITE,Top,cotton,Solid,3,0,1,5,1,1,1
2026-06-24,uniqlo,E482836-000,482836-09,,V-Neck Bra Top,women,BLACK,Top,cotton,Solid,1,0,1,5,1,1,1
2026-06-24,uniqlo,E482836-000,482836-33,,V-Neck Bra Top,women,KHAKI,Top,cotton,Solid,4,0,1,5,1,1,1
2026-06-24,uniqlo,E482836-000,482836-62,,V-Neck Bra Top,women,BLUE,Top,cotton,Solid,2,0,1,5,1,1,1
2026-06-24,uniqlo,E487771-000,487771-00,,Balloon Gathered Camisole,women,WHITE,Vest top,cotton,Solid,3,0,1,7,1,1,1
2026-06-24,uniqlo,E487771-000,487771-09,,Balloon Gathered Camisole,women,BLACK,Vest top,cotton,Solid,1,0,1,7,1,1,1
2026-06-24,uniqlo,E487771-000,487771-16,,Balloon Gathered Camisole,women,RED,Vest top,cotton,Solid,7,0,1,7,1,1,1
2026-06-24,uniqlo,E487771-000,487771-40,,Balloon Gathered Camisole,women,CREAM,Vest top,cotton,Solid,3,3,1,7,1,1,1
2026-06-24,uniqlo,E487771-000,487771-55,,Balloon Gathered Camisole,women,GREEN,Vest top,cotton,Solid,5,0,1,7,1,1,1
2026-06-24,uniqlo,E485711-000,485711-10,,Soft Modal Camisole | Heart,women,PINK,Vest top,modal,Solid,8,0,1,7,1,23,1
2026-06-24,uniqlo,E485711-000,485711-69,,Soft Modal Camisole | Heart,women,NAVY,Vest top,modal,Solid,2,0,1,7,1,23,1
2026-06-24,uniqlo,E485709-000,485709-15,,Soft Modal Camisole | Striped,women,RED,Vest top,modal,Stripe,7,0,1,7,1,23,5
2026-06-24,uniqlo,E485709-000,485709-61,,Soft Modal Camisole | Striped,women,BLUE,Vest top,modal,Stripe,2,0,1,7,1,23,5
2026-06-24,uniqlo,E485710-000,485710-03,,Soft Modal Camisole | Floral,women,GRAY,Vest top,modal,All over pattern,6,0,1,7,1,23,2
2026-06-24,uniqlo,E485710-000,485710-01,,Soft Modal Camisole | Floral,women,OFF WHITE,Vest top,modal,All over pattern,3,0,1,7,1,23,2
2026-06-24,uniqlo,E482199-000,482199-69,,Ribbed Cropped Bra Top | Ringer,women,NAVY,Top,knit,Solid,2,0,1,5,1,6,1
2026-06-24,uniqlo,E482199-000,482199-03,,Ribbed Cropped Bra Top | Ringer,women,GRAY,Top,knit,Solid,6,0,1,5,1,6,1
2026-06-24,uniqlo,E482199-000,482199-58,,Ribbed Cropped Bra Top | Ringer,women,DARK GREEN,Top,knit,Solid,5,1,1,5,1,6,1
2026-06-24,uniqlo,E482839-000,482839-02,,Racer Back Bra Top,women,LIGHT GRAY,Top,cotton,Solid,6,3,1,5,1,1,1
2026-06-24,uniqlo,E482839-000,482839-00,,Racer Back Bra Top,women,WHITE,Top,cotton,Solid,3,0,1,5,1,1,1
2026-06-24,uniqlo,E482839-000,482839-09,,Racer Back Bra Top,women,BLACK,Top,cotton,Solid,1,0,1,5,1,1,1
2026-06-24,uniqlo,E482839-000,482839-10,,Racer Back Bra Top,women,PINK,Top,cotton,Solid,8,0,1,5,1,1,1
2026-06-24,uniqlo,E482839-000,482839-57,,Racer Back Bra Top,women,OLIVE,Top,cotton,Solid,5,0,1,5,1,1,1
2026-06-24,uniqlo,E485707-000,485707-01,,Square Neck Bra Camisole,women,OFF WHITE,Vest top,cotton,Solid,3,0,1,7,1,1,1
2026-06-24,uniqlo,E485707-000,485707-09,,Square Neck Bra Camisole,women,BLACK,Vest top,cotton,Solid,1,0,1,7,1,1,1
2026-06-24,uniqlo,E485707-000,485707-14,,Square Neck Bra Camisole,women,RED,Vest top,cotton,Solid,7,0,1,7,1,1,1
2026-06-24,uniqlo,E485707-000,485707-31,,Square Neck Bra Camisole,women,BEIGE,Vest top,cotton,Solid,4,0,1,7,1,1,1
2026-06-24,uniqlo,E485707-000,485707-68,,Square Neck Bra Camisole,women,BLUE,Vest top,cotton,Solid,2,0,1,7,1,1,1
2026-06-24,uniqlo,E484603-000,484603-52,,Shirring Bra Camisole,women,GREEN,Vest top,polyester,Solid,5,0,1,7,1,15,1
